BookkeepingNumber;Status;Date;ValueDate;Name;PartyName;PartyIBAN;Description;RemittanceInfo;Amount;CreditDebit;IsDebit;Debit;Credit;Currency;AmountExclTax;AmountTax;TaxRate;Recipient;InvestmentType;Number;Category;Type;Fund;NumberOfShares;Fees;IBAN;EntryReference;Reference;AccountServicer;BankTxCode;OriginalCurrency;OriginalAmount;ExchangeRate
;COMPLETED;27.02.2025;27.02.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.50;DBIT;true;2.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;4b85efc6-9128-4763-8051-8c0e81b1c96d;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;28.02.2025;27.02.2025;k-kiosk;k-kiosk;;k-kiosk;;15.40;DBIT;true;15.40;0.00;CHF;0.00;0.00;0.00;k-kiosk;CARD_PAYMENT;8047cd18-ff8b-4bc4-8eda-4fda25f68faa;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;28.02.2025;27.02.2025;Quartier 5 Restaurant;Quartier 5 Restaurant;;Quartier 5 Restaurant;;34.50;DBIT;true;34.50;0.00;CHF;0.00;0.00;0.00;Quartier 5 Restaurant;CARD_PAYMENT;a0f38116-4bfd-491d-80ac-b0c653112854;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;28.02.2025;28.02.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;112463d9-f0b3-4be8-a668-e102238344fe;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;01.03.2025;28.02.2025;MARU;MARU;;MARU;;39.00;DBIT;true;39.00;0.00;CHF;0.00;0.00;0.00;MARU;CARD_PAYMENT;4ba6f5da-34c3-44a8-9143-48247a8edc1a;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.03.2025;05.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.75;DBIT;true;2.75;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;9a2ba26a-16ec-428a-be87-464d59b67da3;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;06.03.2025;05.03.2025;migrolino;migrolino;;migrolino;;8.45;DBIT;true;8.45;0.00;CHF;0.00;0.00;0.00;migrolino;CARD_PAYMENT;af7cfde3-8741-47bf-986f-44e08abccebf;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.03.2025;08.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.65;DBIT;true;4.65;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;14a7c4d0-2746-436f-975a-7a6b9886a744;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.03.2025;08.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.65;DBIT;true;4.65;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;8ef6a442-0e1d-4da5-ae49-6749eeccea6a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;09.03.2025;08.03.2025;OpenAI;OpenAI;;OpenAI;;19.07;DBIT;true;19.07;0.00;CHF;0.00;0.00;0.00;OpenAI;CARD_PAYMENT;0b6fcee7-89b8-4f22-aa72-cc3e1087135d;Uncategorized;CARD_PAYMENT;;0;0.19;;;;;;;0.00;0.00
;COMPLETED;09.03.2025;08.03.2025;OpenAI;OpenAI;;OpenAI;;19.07;DBIT;true;19.07;0.00;CHF;0.00;0.00;0.00;OpenAI;CARD_PAYMENT;87f23178-0827-4410-85e0-f27b6b2633bb;Uncategorized;CARD_PAYMENT;;0;0.19;;;;;;;0.00;0.00
;COMPLETED;12.03.2025;12.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;3.30;DBIT;true;3.30;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;53e9cb72-6936-4e98-aa6b-e0b7f90f81a8;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.03.2025;12.03.2025;EasyPark;EasyPark;;EasyPark;;2.34;DBIT;true;2.34;0.00;CHF;0.00;0.00;0.00;EasyPark;CARD_PAYMENT;4446738a-4219-4258-a4e7-a63d856c946d;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;15.03.2025;15.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;1.30;DBIT;true;1.30;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;38d09bb5-8f0e-4726-b034-c8ede95ca19f;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;16.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;1.55;DBIT;true;1.55;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;feb08f3f-ed9f-4ceb-a9fe-84326d067d0a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;15.03.2025;Mistral;Mistral;;Mistral;;17.74;DBIT;true;17.74;0.00;CHF;0.00;0.00;0.00;Mistral;CARD_PAYMENT;8a746a33-91e3-4879-a463-7bb4f4d8e29f;Uncategorized;CARD_PAYMENT;;0;0.18;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;16.03.2025;EasyPark;EasyPark;;EasyPark;;0.69;DBIT;true;0.69;0.00;CHF;0.00;0.00;0.00;EasyPark;CARD_PAYMENT;95a1bcb6-f950-4d53-a177-8f8986a45a3e;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;16.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;0.05;DBIT;true;0.05;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;c24060aa-a5c0-4a65-8546-c162c7976825;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;17.03.2025;16.03.2025;OpenAI;OpenAI;;OpenAI;;23.99;DBIT;true;23.99;0.00;CHF;0.00;0.00;0.00;OpenAI;CARD_PAYMENT;ccc861cf-2da0-400a-bdc7-c798df5fd5a6;Uncategorized;CARD_PAYMENT;;0;0.24;;;;;;;0.00;0.00
;COMPLETED;17.03.2025;17.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.50;DBIT;true;2.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;20028e2d-3ef6-4810-bc21-5d4b99edf45f;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.03.2025;17.03.2025;Selecta;Selecta;;Selecta;;1.50;DBIT;true;1.50;0.00;CHF;0.00;0.00;0.00;Selecta;CARD_PAYMENT;1dd3fa40-f3f6-4439-ad62-bd142f8a548e;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.03.2025;18.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;1.00;DBIT;true;1.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;24ae22ac-1e4e-4e41-84cf-7008b8a23087;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;19.03.2025;18.03.2025;Selecta;Selecta;;Selecta;;1.80;DBIT;true;1.80;0.00;CHF;0.00;0.00;0.00;Selecta;CARD_PAYMENT;b923f1cd-82e6-4c47-b443-88aabbcc48c1;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;20.03.2025;20.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;51c23724-a45f-4f42-9402-2892b7e09954;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.03.2025;20.03.2025;Université de Lausanne parking;Université de Lausanne parking;;Université de Lausanne parking;;6.00;DBIT;true;6.00;0.00;CHF;0.00;0.00;0.00;Université de Lausanne parking;CARD_PAYMENT;8b19d854-9495-462c-9382-6f1006201d33;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.03.2025;21.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;db62d2bc-5c32-4af6-bec7-c6c9cc4afd8a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.03.2025;21.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.50;DBIT;true;4.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;77c78661-66aa-4b56-acd1-c41f8b5fcb9d;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.03.2025;21.03.2025;Selecta;Selecta;;Selecta;;3.10;DBIT;true;3.10;0.00;CHF;0.00;0.00;0.00;Selecta;CARD_PAYMENT;d7b5c15c-dde1-41c4-b3af-57084dca79a8;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.03.2025;22.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.00;DBIT;true;2.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;878c5b91-1802-44f5-95e1-04ae9433fe3b;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;23.03.2025;22.03.2025;Bread Store;Bread Store;;Bread Store;;33.60;DBIT;true;33.60;0.00;CHF;0.00;0.00;0.00;Bread Store;CARD_PAYMENT;41479e34-84ef-4edb-88cf-b98f1cde8172;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;23.03.2025;21.03.2025;Cff Vevey Wc;Cff Vevey Wc;;Cff Vevey Wc;;1.00;DBIT;true;1.00;0.00;CHF;0.00;0.00;0.00;Cff Vevey Wc;CARD_PAYMENT;000db2ee-2168-4558-8741-d6c5b7d851af;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;26.03.2025;26.03.2025;Payment from Frederic Yvan Joseph Jacquet;Payment from Frederic Yvan Joseph Jacquet;;Payment from Frederic Yvan Joseph Jacquet;;350.00;CRDT;false;0.00;350.00;CHF;0.00;0.00;0.00;;TOPUP;08ae0678-ba36-43c6-bae3-6e6bfee4af9a;Uncategorized;TOPUP;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;26.03.2025;26.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;b40b91a9-818f-4949-8ec4-30821d285df4;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.03.2025;26.03.2025;Confiserie Zurcher;Confiserie Zurcher;;Confiserie Zurcher;;80.00;DBIT;true;80.00;0.00;CHF;0.00;0.00;0.00;Confiserie Zurcher;CARD_PAYMENT;04a11505-e292-45aa-9f25-718b5a520add;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.03.2025;27.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.75;DBIT;true;4.75;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;58370324-2a6b-4f28-8229-c0591a648a6a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;28.03.2025;27.03.2025;Coop;Coop;;Coop;;75.05;DBIT;true;75.05;0.00;CHF;0.00;0.00;0.00;Coop;CARD_PAYMENT;cd09ec2f-230c-4649-8c09-0ad67192bfea;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.00;DBIT;true;2.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;d9095035-96a3-436c-bfb6-434bb9e6a4c1;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.50;DBIT;true;4.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;71758cd5-7ac0-44d1-b54c-08892f83e98f;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;0.50;DBIT;true;0.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;21da225a-1d32-4751-8edf-f43fea7520bc;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;29.03.2025;Le Piaf - Deli Cafébar Luzern;Le Piaf - Deli Cafébar Luzern;;Le Piaf - Deli Cafébar Luzern;;12.10;DBIT;true;12.10;0.00;CHF;0.00;0.00;0.00;Le Piaf - Deli Cafébar Luzern;CARD_PAYMENT;62658bf8-08e5-4f90-82e0-f69760e30e0f;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;30.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;c4cfd70e-ea2d-4cfa-96e6-33dccf846afc;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;29.03.2025;Verkehrshaus der Schweiz;Verkehrshaus der Schweiz;;Verkehrshaus der Schweiz;;18.90;DBIT;true;18.90;0.00;CHF;0.00;0.00;0.00;Verkehrshaus der Schweiz;CARD_PAYMENT;ec38e365-bba1-428a-b3ad-c94614c94cec;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;29.03.2025;Elvetino;Elvetino;;Elvetino;;57.60;DBIT;true;57.60;0.00;CHF;0.00;0.00;0.00;Elvetino;CARD_PAYMENT;bbe53770-56b5-43f3-b8f7-99e5785a8742;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;30.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;3.75;DBIT;true;3.75;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;571e2b70-0313-418e-86e5-6c24a9d96d95;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;31.03.2025;30.03.2025;SBB CFF FFS;SBB CFF FFS;;SBB CFF FFS;;10.00;DBIT;true;10.00;0.00;CHF;0.00;0.00;0.00;SBB CFF FFS;CARD_PAYMENT;2714ebde-523c-4e7d-a84d-7bae01afdaaf;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;31.03.2025;30.03.2025;k-kiosk;k-kiosk;;k-kiosk;;6.25;DBIT;true;6.25;0.00;CHF;0.00;0.00;0.00;k-kiosk;CARD_PAYMENT;e1f0efb8-8eea-4aba-b867-bcdaea1c50c2;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;31.03.2025;31.03.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;3.75;DBIT;true;3.75;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;66910383-0eb3-4218-8034-9a935ce89be4;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;01.04.2025;31.03.2025;RELAY;RELAY;;RELAY;;21.25;DBIT;true;21.25;0.00;CHF;0.00;0.00;0.00;RELAY;CARD_PAYMENT;1ae5fbde-004e-4f51-aa96-c3545ac6c147;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;04.04.2025;04.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;0.80;DBIT;true;0.80;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;6c885939-32b3-4d53-8fac-cb74d586d8d1;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;04.04.2025;04.04.2025;Medium;Medium;;Medium;;42.84;DBIT;true;42.84;0.00;CHF;0.00;0.00;0.00;Medium;CARD_PAYMENT;de08fd1e-27d3-4003-873b-b1ae615b2564;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.04.2025;05.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.50;DBIT;true;2.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;23059efe-cfa2-4635-8249-3b6f050dac6e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.04.2025;05.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;3.30;DBIT;true;3.30;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;8866acc9-1a8b-4eb0-9f38-1665b73ce99e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.04.2025;05.04.2025;OpenAI;OpenAI;;OpenAI;;23.34;DBIT;true;23.34;0.00;CHF;0.00;0.00;0.00;OpenAI;CARD_PAYMENT;410d2973-aefa-452e-b8bc-7cd88505cc80;Uncategorized;CARD_PAYMENT;;0;0.23;;;;;;;0.00;0.00
;COMPLETED;06.04.2025;05.04.2025;5àsec;5àsec;;5àsec;;8.50;DBIT;true;8.50;0.00;CHF;0.00;0.00;0.00;5àsec;CARD_PAYMENT;0c3a35f9-b762-49ee-928e-bbec45146ec3;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.04.2025;08.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;5.00;DBIT;true;5.00;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;5f3113fa-cb33-401e-8e13-c25166642e7b;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;09.04.2025;08.04.2025;Motel De La Gruyère;Motel De La Gruyère;;Motel De La Gruyère;;1.00;DBIT;true;1.00;0.00;CHF;0.00;0.00;0.00;Motel De La Gruyère;CARD_PAYMENT;3072b1ab-006d-4d1e-82f1-2a6163550cfa;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;11.04.2025;11.04.2025;Payment from Frederic Yvan Joseph Jacquet;Payment from Frederic Yvan Joseph Jacquet;;Payment from Frederic Yvan Joseph Jacquet;;500.00;CRDT;false;0.00;500.00;CHF;0.00;0.00;0.00;;TOPUP;c50458c1-8983-41e3-996c-258c069df676;Uncategorized;TOPUP;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.04.2025;12.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.50;DBIT;true;4.50;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;6af0e6ae-7158-4208-bd73-047661869df0;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.04.2025;12.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.55;DBIT;true;2.55;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;9510daf5-73b9-4378-a162-cfbf666f0957;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;12.04.2025;Gate Gourmet Helvetia;Gate Gourmet Helvetia;;Gate Gourmet Helvetia;;37.49;DBIT;true;37.49;0.00;CHF;0.00;0.00;0.00;Gate Gourmet Helvetia;CARD_PAYMENT;a3ea96ce-8a4d-4070-b68f-71bbfe3e63d6;Uncategorized;CARD_PAYMENT;;0;0.37;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;13.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;0.70;DBIT;true;0.70;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;c9fbc8dd-03ce-4c42-8f91-52c0fe81efb5;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;13.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;4.35;DBIT;true;4.35;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;1e8bf5b2-665f-4dd7-8351-43318387275a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;12.04.2025;Caffè Spettacolo;Caffè Spettacolo;;Caffè Spettacolo;;19.10;DBIT;true;19.10;0.00;CHF;0.00;0.00;0.00;Caffè Spettacolo;CARD_PAYMENT;93598533-1d6e-43b6-9afc-c3eff5512add;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;13.04.2025;Exchange to EUR;Exchange to EUR;;Exchange to EUR;;200.00;DBIT;true;200.00;0.00;CHF;0.00;0.00;0.00;Exchange to EUR;EXCHANGE;33801f72-9631-4ec1-88aa-230c36eadb47;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;13.04.2025;IVS France;IVS France;;IVS France;;2.13;DBIT;true;2.13;0.00;CHF;0.00;0.00;0.00;IVS France;CARD_PAYMENT;88e20967-afb4-4ba7-bf2b-cd48b62bda04;Uncategorized;CARD_PAYMENT;;0;0.02;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;13.04.2025;IVS France;IVS France;;IVS France;;1.86;DBIT;true;1.86;0.00;CHF;0.00;0.00;0.00;IVS France;CARD_PAYMENT;77bb6c05-1678-4503-be52-f856e5035b15;Uncategorized;CARD_PAYMENT;;0;0.02;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;To CHF Vacances;Transfert to CHF Vacances;;Transfert to CHF Vacances;;2.65;DBIT;true;2.65;0.00;CHF;0.00;0.00;0.00;To CHF Vacances;TRANSFER;defde998-b109-4e8e-8e9f-05102e82954f;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;15.04.2025;14.04.2025;Codeium;Codeium;;Codeium;;8.47;DBIT;true;8.47;0.00;CHF;0.00;0.00;0.00;Codeium;CARD_PAYMENT;a3a263e2-8688-47e9-9a9f-57a4c08bbd00;Uncategorized;CARD_PAYMENT;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;02.01.2025;02.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.50;CRDT;false;0.00;2.50;CHF;0.00;0.00;0.00;;TRANSFER;1a2802c3-aebe-4caf-8920-69b96e7ce1cb;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.01.2025;08.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.30;CRDT;false;0.00;4.30;CHF;0.00;0.00;0.00;;TRANSFER;5175da20-5a0f-463a-afd8-83ea3c791765;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;09.01.2025;09.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.50;CRDT;false;0.00;4.50;CHF;0.00;0.00;0.00;;TRANSFER;07de4d55-76e0-4cac-b5f5-5a53572a14ae;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;09.01.2025;09.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.50;CRDT;false;0.00;0.50;CHF;0.00;0.00;0.00;;TRANSFER;b2d15a6c-7f5f-4b45-93e6-9b19d9d99e11;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.01.2025;16.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.75;CRDT;false;0.00;0.75;CHF;0.00;0.00;0.00;;TRANSFER;72f9dc61-100d-440f-bc77-9f6c34ae9b3d;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.01.2025;18.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.50;CRDT;false;0.00;3.50;CHF;0.00;0.00;0.00;;TRANSFER;a5097697-6af2-4639-80f1-ee16cd133d68;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;25.01.2025;25.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.55;CRDT;false;0.00;3.55;CHF;0.00;0.00;0.00;;TRANSFER;e8b7ddde-a69e-43bf-bc4d-234ef88a62ad;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;26.01.2025;26.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;cadc657a-820c-4502-b9e0-570e2a5d0034;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;26.01.2025;26.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;b0a1d111-efff-4d17-8eb2-e25d494bb84c;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.01.2025;27.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;f21e78e3-2f23-4ba4-a9c1-cf01f0791bd3;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;31.01.2025;31.01.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;0edfcbf8-d926-4021-b5c8-29223ca26f3e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;01.02.2025;01.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.75;CRDT;false;0.00;2.75;CHF;0.00;0.00;0.00;;TRANSFER;0dd3116c-b185-415e-9fcb-545ae8e3b68e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.02.2025;05.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.70;CRDT;false;0.00;1.70;CHF;0.00;0.00;0.00;;TRANSFER;9bf352f6-e0f4-48a6-af72-732473aeaaa3;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
